Date,OpenPrice,High,Low,ClosePrice,Volume,Symbol
2024-12-18,252.1600,254.2800,247.7400,248.0500,56774101,AAPL
2024-12-17,250.0800,253.8300,249.7800,253.4800,51356360,AAPL
2024-12-16,247.9900,251.3800,247.6500,251.0400,51694753,AAPL
2024-12-13,247.8150,249.2902,246.2400,248.1300,33155290,AAPL
2024-12-12,246.8900,248.7400,245.6800,247.9600,32777532,AAPL
2024-12-11,247.9600,250.8000,246.2601,246.4900,45205814,AAPL
2024-12-10,246.8900,248.2100,245.3400,247.7700,36914806,AAPL
2024-12-09,241.8300,247.2400,241.7500,246.7500,44649232,AAPL
2024-12-06,242.9050,244.6300,242.0800,242.8400,36870619,AAPL
2024-12-05,243.9900,244.5400,242.1300,243.0400,40033878,AAPL
2024-12-04,242.8700,244.1100,241.2500,243.0100,44383935,AAPL
2024-12-03,239.8100,242.7600,238.9000,242.6500,38861017,AAPL
2024-12-02,237.2700,240.7900,237.1600,239.5900,48137103,AAPL
2024-11-29,234.8100,237.8100,233.9700,237.3300,28481377,AAPL
2024-11-27,234.4650,235.6900,233.8101,234.9300,33498439,AAPL
2024-11-26,233.3300,235.5700,233.3300,235.0600,45986189,AAPL
2024-11-25,231.4600,233.2450,229.7400,232.8700,90152832,AAPL
2024-11-22,228.0600,230.7199,228.0600,229.8700,38168252,AAPL
2024-11-21,228.8800,230.1550,225.7103,228.5200,42108327,AAPL
2024-11-20,228.0600,229.9300,225.8900,229.0000,35169566,AAPL
2024-11-19,226.9800,230.1600,226.6600,228.2800,36211774,AAPL
2024-11-18,225.2500,229.7400,225.1700,228.0200,44686020,AAPL
2024-11-15,226.4000,226.9200,224.2700,225.0000,47923696,AAPL
2024-11-14,225.0200,228.8700,225.0000,228.2200,44923941,AAPL
2024-11-13,224.0100,226.6500,222.7600,225.1200,48566217,AAPL
2024-11-12,224.5500,225.5900,223.3550,224.2300,40398299,AAPL
2024-11-11,225.0000,225.7000,221.5000,224.2300,42005602,AAPL
2024-11-08,227.1700,228.6600,226.4050,226.9600,38328824,AAPL
2024-11-07,224.6250,227.8750,224.5700,227.4800,42137691,AAPL
2024-11-06,222.6100,226.0650,221.1900,222.7200,54561121,AAPL
2024-11-05,221.7950,223.9500,221.1400,223.4500,28111338,AAPL
2024-11-04,220.9900,222.7900,219.7100,222.0100,44944468,AAPL
2024-11-01,220.9650,225.3500,220.2700,222.9100,65276741,AAPL
2024-10-31,229.3400,229.8300,225.3700,225.9100,64370086,AAPL
2024-10-30,232.6100,233.4700,229.5500,230.1000,47070907,AAPL
2024-10-29,233.1000,234.3250,232.3200,233.6700,35417247,AAPL
2024-10-28,233.3200,234.7300,232.5500,233.4000,36087134,AAPL
2024-10-25,229.7400,233.2200,229.5700,231.4100,38802304,AAPL
2024-10-24,229.9800,230.8200,228.4100,230.5700,31109503,AAPL
2024-10-23,234.0800,235.1440,227.7600,230.7600,52286979,AAPL
2024-10-22,233.8850,236.2200,232.6000,235.8600,38846578,AAPL
2024-10-21,234.4500,236.8500,234.4500,236.4800,36254470,AAPL
2024-10-18,236.1800,236.1800,234.0100,235.0000,46431472,AAPL
2024-10-17,233.4300,233.8500,230.5200,232.1500,32993810,AAPL
2024-10-16,231.6000,232.1200,229.8400,231.7800,34082240,AAPL
2024-10-15,233.6100,237.4900,232.3700,233.8500,64751367,AAPL
2024-10-14,228.7000,231.7300,228.6000,231.3000,39882085,AAPL
2024-10-11,229.3000,229.4100,227.3400,227.5500,31759188,AAPL
2024-10-10,227.7800,229.5000,227.1700,229.0400,28183544,AAPL
2024-10-09,225.2300,229.7500,224.8300,229.5400,33591091,AAPL
2024-10-08,224.3000,225.9800,223.2500,225.7700,31855693,AAPL
2024-10-07,224.5000,225.6900,221.3300,221.6900,39505354,AAPL
2024-10-04,227.9000,228.0000,224.1300,226.8000,37345098,AAPL
2024-10-03,225.1400,226.8050,223.3200,225.6700,34044158,AAPL
2024-10-02,225.8900,227.3700,223.0200,226.7800,32880605,AAPL
2024-10-01,229.5200,229.6500,223.7400,226.2100,63285048,AAPL
2024-09-30,230.0400,233.0000,229.6500,233.0000,54793391,AAPL
2024-09-27,228.4600,229.5200,227.3000,227.7900,34025967,AAPL
2024-09-26,227.3000,228.5000,225.4100,227.5200,36636707,AAPL
2024-09-25,224.9300,227.2900,224.0200,226.3700,42308715,AAPL
2024-09-24,228.6450,229.3500,225.7300,227.3700,43556068,AAPL
2024-09-23,227.3400,229.4500,225.8100,226.4700,54146023,AAPL
2024-09-20,229.9700,233.0900,227.6200,228.2000,318679888,AAPL
2024-09-19,224.9900,229.8200,224.6300,228.8700,66781315,AAPL
2024-09-18,217.5500,222.7100,217.5400,220.6900,59894928,AAPL
2024-09-17,215.7500,216.9000,214.5000,216.7900,45519339,AAPL
2024-09-16,216.5400,217.2200,213.9200,216.3200,59357427,AAPL
2024-09-13,223.5800,224.0400,221.9100,222.5000,36766619,AAPL
2024-09-12,222.5000,223.5500,219.8200,222.7700,37498225,AAPL
2024-09-11,221.4550,223.0900,217.8900,222.6600,44587072,AAPL
2024-09-10,218.9200,221.4800,216.7300,220.1100,51591033,AAPL
2024-09-09,220.8200,221.2700,216.7100,220.9100,67179965,AAPL
2024-09-06,223.9500,225.2400,219.7700,220.8200,48423011,AAPL
2024-09-05,221.6250,225.4800,221.5200,222.3800,36615398,AAPL
2024-09-04,221.6600,221.7800,217.4800,220.8500,43262758,AAPL
2024-09-03,228.5500,229.0000,221.1700,222.7700,50190574,AAPL
2024-08-30,230.1900,230.4000,227.4800,229.0000,52990770,AAPL
2024-08-29,230.1000,232.9200,228.8800,229.7900,51906297,AAPL
2024-08-28,227.9200,229.8600,225.6800,226.4900,38052167,AAPL
2024-08-27,225.9950,228.8500,224.8900,228.0300,35934559,AAPL
2024-08-26,226.7600,227.2800,223.8905,227.1800,30602208,AAPL
2024-08-23,225.6589,228.2200,224.3300,226.8400,38677250,AAPL
2024-08-22,227.7900,228.3400,223.9000,224.5300,43695321,AAPL
2024-08-21,226.5200,227.9800,225.0500,226.4000,34765480,AAPL
2024-08-20,225.7700,227.1700,225.4500,226.5100,30299033,AAPL
2024-08-19,225.7200,225.9900,223.0400,225.8900,40687813,AAPL
2024-08-16,223.9200,226.8271,223.6501,226.0500,44340240,AAPL
2024-08-15,224.6000,225.3500,222.7600,224.7200,46414013,AAPL
2024-08-14,220.5700,223.0300,219.7000,221.7200,41960574,AAPL
2024-08-13,219.0100,221.8900,219.0100,221.2700,44155331,AAPL
2024-08-12,216.0700,219.5099,215.6000,217.5300,38028092,AAPL
2024-08-09,212.1000,216.7800,211.9700,216.2400,42201646,AAPL
2024-08-08,213.1100,214.2000,208.8300,213.3100,47161149,AAPL
2024-08-07,206.9000,213.6400,206.3900,209.8200,63516417,AAPL
2024-08-06,205.3000,209.9900,201.0700,207.2300,69660488,AAPL
2024-08-05,199.0900,213.5000,196.0000,209.2700,119548589,AAPL
2024-08-02,219.1500,225.6000,217.7100,219.8600,105568560,AAPL
2024-08-01,224.3700,224.4800,217.0200,218.3600,62500996,AAPL
2024-07-31,221.4400,223.8200,220.6300,222.0800,50036262,AAPL
2024-07-30,219.1900,220.3250,216.1200,218.8000,41643840,AAPL
2024-12-18,451.3200,452.6500,437.0200,437.3900,24444545,MSFT
2024-12-17,451.0100,455.2900,449.5700,454.4600,22733494,MSFT
2024-12-16,447.2700,452.1800,445.2800,451.5900,23598834,MSFT
2024-12-13,448.4350,451.4300,445.5800,447.2700,20177833,MSFT
2024-12-12,449.1100,456.1648,449.1100,449.5600,20834779,MSFT
2024-12-11,444.0500,450.3500,444.0500,448.9900,19200208,MSFT
2024-12-10,444.3900,449.6200,441.6000,443.3300,18469459,MSFT
2024-12-09,442.6000,448.3300,440.5000,446.0200,19144388,MSFT
2024-12-06,442.3000,446.1000,441.7703,443.5700,18821002,MSFT
2024-12-05,437.9200,444.6600,436.1710,442.6200,21697775,MSFT
2024-12-04,433.0300,439.6700,432.6300,437.4200,26009429,MSFT
2024-12-03,429.8400,432.4700,427.7400,431.2000,18301987,MSFT
2024-12-02,421.5700,433.0000,421.3100,430.9800,20207223,MSFT
2024-11-29,420.0900,424.8800,417.8000,423.4600,16271921,MSFT
2024-11-27,425.1050,427.2299,422.0200,422.9900,18332444,MSFT
2024-11-26,419.5850,429.0414,418.8500,427.9900,23458889,MSFT
2024-11-25,418.3800,421.0800,414.8500,418.7900,27691090,MSFT
2024-11-22,411.3650,417.4000,411.0600,417.0000,24814626,MSFT
2024-11-21,419.5000,419.7800,410.2887,412.8700,20780162,MSFT
2024-11-20,416.8700,417.2900,410.5800,415.4900,19191655,MSFT
2024-11-19,413.1100,417.9400,411.5500,417.7900,18133529,MSFT
2024-11-18,414.8700,418.4037,412.1000,415.7600,24742013,MSFT
2024-11-15,419.8200,422.8000,413.6400,415.0000,28247644,MSFT
2024-11-14,425.0000,428.1700,420.0000,426.8900,30246881,MSFT
2024-11-13,421.6400,429.3250,418.2100,425.2000,21502185,MSFT
2024-11-12,418.2500,424.4400,417.2000,423.0300,19401204,MSFT
2024-11-11,422.5150,424.8100,416.0000,418.0100,24503321,MSFT
2024-11-08,425.3200,426.5000,421.7800,422.5400,16891414,MSFT
2024-11-07,421.2800,426.8500,419.8800,425.4300,19901782,MSFT
2024-11-06,412.4200,420.4500,410.5200,420.1800,26681842,MSFT
2024-11-05,408.3700,414.9000,408.0800,411.4600,17626011,MSFT
2024-11-04,409.8000,410.4150,405.5713,408.4600,19672286,MSFT
2024-11-01,409.0100,415.5000,407.5000,410.3700,24230442,MSFT
2024-10-31,415.3600,416.1600,406.3000,406.3500,53970981,MSFT
2024-10-30,437.4350,438.5000,432.1000,432.5300,29749149,MSFT
2024-10-29,428.0000,433.1700,425.8001,431.9500,17644080,MSFT
2024-10-28,431.6550,431.9400,426.3000,426.5900,14882444,MSFT
2024-10-25,426.7600,432.5200,426.5650,428.1500,16899064,MSFT
2024-10-24,425.3250,425.9782,422.4000,424.7300,13581631,MSFT
2024-10-23,430.8550,431.0800,422.5300,424.6000,19654379,MSFT
2024-10-22,418.4900,430.5793,418.0400,427.5100,25482197,MSFT
2024-10-21,416.1200,418.9600,413.7501,418.7800,14206115,MSFT
2024-10-18,417.1400,419.6500,416.2601,418.1600,17145317,MSFT
2024-10-17,422.3600,422.5000,415.5900,416.7200,14820004,MSFT
2024-10-16,415.1700,416.3600,410.4800,416.1200,15508932,MSFT
2024-10-15,422.1800,422.4800,415.2600,418.7400,18900201,MSFT
2024-10-14,417.7700,424.0400,417.5200,419.1400,16653086,MSFT
2024-10-11,416.1350,417.1300,413.2500,416.3200,14144944,MSFT
2024-10-10,415.2250,417.3500,413.1500,415.8400,13848376,MSFT
2024-10-09,415.8600,420.3800,414.3000,417.4600,14974257,MSFT
2024-10-08,410.9000,415.6600,408.1700,414.7100,19229261,MSFT
2024-10-07,416.0000,417.1100,409.0000,409.5400,20919761,MSFT
2024-10-04,418.2400,419.7500,414.9700,416.0600,19190913,MSFT
2024-10-03,417.6300,419.5500,414.2900,416.5400,13686421,MSFT
2024-10-02,422.5800,422.8200,416.7100,417.1300,16582257,MSFT
2024-10-01,428.4500,428.4800,418.8100,420.6900,19092945,MSFT
2024-09-30,428.2100,430.4200,425.3700,430.3000,16854606,MSFT
2024-09-27,431.5200,431.8500,427.4700,428.0200,14896131,MSFT
2024-09-26,435.0850,435.3000,429.1300,431.3100,14492044,MSFT
2024-09-25,429.8300,433.1190,428.5700,432.1100,13396364,MSFT
2024-09-24,433.0000,433.3500,426.1000,429.1700,17015754,MSFT
2024-09-23,434.2800,436.4600,430.3889,433.5100,15128891,MSFT
2024-09-20,437.2200,439.2400,434.2200,435.2700,55167106,MSFT
2024-09-19,441.2250,441.5000,436.9000,438.6900,21706559,MSFT
2024-09-18,435.0000,436.0300,430.4100,430.8100,18898042,MSFT
2024-09-17,440.2300,441.8500,432.2700,435.1500,18874231,MSFT
2024-09-16,430.6000,433.5300,428.2200,431.3400,13834697,MSFT
2024-09-13,425.8250,431.8300,425.4600,430.5900,15874555,MSFT
2024-09-12,423.3100,427.3692,419.7500,427.0000,17418759,MSFT
2024-09-11,415.5000,423.9900,409.5800,423.0400,19266923,MSFT
2024-09-10,408.2000,416.3300,407.7000,414.2000,19594287,MSFT
2024-09-09,407.2400,408.6500,402.1500,405.7200,15295134,MSFT
2024-09-06,409.0600,410.6500,400.8000,401.7000,19609526,MSFT
2024-09-05,407.6200,413.1000,406.1300,408.3900,14195516,MSFT
2024-09-04,405.9100,411.2400,404.3700,408.9000,14886710,MSFT
2024-09-03,417.9100,419.8800,407.0300,409.4400,20313603,MSFT
2024-08-30,415.6000,417.4900,412.1300,417.1400,24308324,MSFT
2024-08-29,414.9400,422.0500,410.6000,413.1200,17045241,MSFT
2024-08-28,414.8800,415.0000,407.3100,410.6000,14882660,MSFT
2024-08-27,412.8600,414.3600,410.2500,413.8400,13492911,MSFT
2024-08-26,416.3650,417.2799,411.3400,413.4900,13152830,MSFT
2024-08-23,416.9800,419.2600,412.0900,416.7900,18493784,MSFT
2024-08-22,424.3600,426.7899,414.6100,415.5500,19361901,MSFT
2024-08-21,424.0750,426.4000,421.7200,424.1400,16067298,MSFT
2024-08-20,421.7000,425.8600,421.6400,424.8000,16387581,MSFT
2024-08-19,418.9600,421.7500,416.4600,421.5300,15233957,MSFT
2024-08-16,420.6000,421.3400,417.3000,418.4700,22775593,MSFT
2024-08-15,419.8000,421.1100,417.6600,421.0300,20752144,MSFT
2024-08-14,414.8000,417.7200,412.4456,416.8600,18266980,MSFT
2024-08-13,409.5900,414.9500,409.5700,414.0100,19414271,MSFT
2024-08-12,407.0600,408.7600,404.2434,406.8100,16762883,MSFT
2024-08-09,404.0300,408.0500,402.2624,406.0200,19276666,MSFT
2024-08-08,402.4400,405.8600,399.9407,402.6900,20203030,MSFT
2024-08-07,408.6350,410.0800,397.4700,398.4300,20650906,MSFT
2024-08-06,400.0000,405.6700,398.5000,399.6100,24946525,MSFT
2024-08-05,389.1700,401.0400,385.5800,395.1500,40709238,MSFT
2024-08-02,412.4900,415.0000,404.3400,408.4900,29437900,MSFT
2024-08-01,420.7850,427.4600,413.0901,417.1100,30296400,MSFT
2024-07-31,420.4950,421.7750,412.2100,418.3500,42891366,MSFT
2024-07-30,427.7200,429.0500,417.3600,422.9200,32687578,MSFT
2024-12-18,196.8300,198.6899,189.2800,190.1500,27638416,GOOG
2024-12-17,198.5300,202.8800,196.6900,197.1200,24129481,GOOG
2024-12-16,194.3650,200.6400,194.1100,198.1600,32248640,GOOG
2024-12-13,192.7100,194.3400,191.2600,191.3800,18883217,GOOG
2024-12-12,196.3000,196.7053,193.2800,193.6300,25197757,GOOG
2024-12-11,186.7000,196.8900,186.2600,196.7100,41664489,GOOG
2024-12-10,184.5350,188.0300,182.6700,186.5300,34317438,GOOG
2024-12-09,175.7150,178.0400,175.4000,177.1000,19887786,GOOG
2024-12-06,173.8800,176.8389,173.5500,176.4900,13319549,GOOG
2024-12-05,177.3200,177.7100,174.0100,174.3100,16145520,GOOG
2024-12-04,172.7800,176.4300,172.7500,176.0900,18239842,GOOG
2024-12-03,173.1200,174.3200,172.5100,173.0200,15721483,GOOG
2024-12-02,170.3200,173.6000,170.2700,172.9800,16593444,GOOG
2024-11-29,170.0600,170.8700,168.7500,170.4900,9250712,GOOG
2024-11-27,170.6800,171.1400,169.6700,170.8200,12433371,GOOG
2024-11-26,169.4900,171.4950,169.4300,170.6200,14937478,GOOG
2024-11-25,167.9900,170.4600,167.4000,169.4300,21395652,GOOG
2024-11-22,167.1600,168.2645,165.7100,166.5700,24497042,GOOG
2024-11-21,175.4550,175.5800,165.3100,169.2400,38839431,GOOG
2024-11-20,178.8300,179.1100,175.3300,177.3300,15729806,GOOG
2024-11-19,175.2350,180.1700,175.1160,179.5800,15392866,GOOG
2024-11-18,174.9550,176.9100,174.4200,176.8000,18725422,GOOG
2024-11-15,175.6400,175.8800,172.7450,173.8900,21708870,GOOG
2024-11-14,179.7500,180.4450,176.0300,177.3500,17925763,GOOG
2024-11-13,182.1500,182.6150,180.1200,180.4900,13969709,GOOG
2024-11-12,181.3800,184.0250,180.9900,183.3200,14065845,GOOG
2024-11-11,180.0700,182.0850,179.9900,181.9700,12503422,GOOG
2024-11-08,182.0000,182.3500,179.5700,179.8600,15021549,GOOG
2024-11-07,179.1100,182.5800,178.8900,182.2800,16730407,GOOG
2024-11-06,175.3500,178.6400,175.0400,178.3300,27061510,GOOG
2024-11-05,170.8300,172.0973,170.3700,171.4100,12518282,GOOG
2024-11-04,171.2400,171.9200,169.4850,170.6800,16193994,GOOG
2024-11-01,171.5400,173.8200,170.3100,172.6500,21752859,GOOG
2024-10-31,174.7200,178.4200,172.5600,172.6900,32801898,GOOG
2024-10-30,182.4100,183.7900,175.7451,176.1400,49698313,GOOG
2024-10-29,169.3850,171.8600,168.6600,171.1400,28916106,GOOG
2024-10-28,170.5900,170.6060,165.7900,168.3400,20858254,GOOG
2024-10-25,165.3650,167.4000,165.2300,166.9900,14566410,GOOG
2024-10-24,164.5900,165.0500,162.7700,164.5300,12764430,GOOG
2024-10-23,166.4300,167.6000,163.6325,164.4800,12754283,GOOG
2024-10-22,164.7000,167.4700,164.6700,166.8200,11958617,GOOG
2024-10-21,164.5800,166.2200,164.3050,165.8000,11384047,GOOG
2024-10-18,164.8700,166.3699,164.7500,165.0500,13091267,GOOG
2024-10-17,167.3800,167.9300,164.3700,164.5100,15113356,GOOG
2024-10-16,166.0300,167.2800,165.2160,166.7400,9968474,GOOG
2024-10-15,167.1400,169.0900,166.0500,166.9000,14829338,GOOG
2024-10-14,164.9100,167.6200,164.7800,166.3500,9981765,GOOG
2024-10-11,163.3300,165.2700,162.5000,164.5200,10945971,GOOG
